label,text
Address,Property Location 7147 E 34th Avenue 5281 Knapdale blvd. 8524 Victory St. 707 Ashlyn Chase Road 8656 Lafayette Drive 1820 Northridge Village St. 
Address,5212 Copper Top Drive 8239 Hollow Tree Avenue 3688 Ludell Avenue 1332 Rothwood St. 2260 Waldorf blvd. 5786 Holiday St. 735 Scarcliff Drive 3089 Wild Willow Rd. 712 Goff Drive 9825 Heathfield blvd. 7987 Abbywood Circle 8427 Raintree Road 
Address,5998 Wharton Rd. 3857 Rental Car Avenue 7537 Greenware Road 
State,PA Idaho New Jersey Louisiana ID OK Virgin Islands Indiana Vermont 
State,New Hampshire Tennessee CT SD North Dakota North Dakota Colorado KY NV Delaware OK Virginia Illinois New York PR IL Colorado KY Virginia 
State,Maine New Jersey Washington Mississippi Maine CO North Carolina Oklahoma TN NH OK CZ VT OR CZ IN Washington California 
City,Calibre Crossing Falling Meadows Saint Peters Courtside Bellegarde Quail Hollow Hobbs Pamela N Valley Woodglen Woodruff Carmel Crest Jenna Marie Seven Oaks Spicewood Oak Grove 
Units,150 5 488 491 331 389 576 980 227 16 
City,Elizabeth Townes Iron Gate Farmview Louglen Mecklenburg Shrine Club N End Dan Maples Snowden Bob Beatty Abney Shanghai Links Beeding Bartlett Bellegrove Greenhill Brockton Charolais S Ridge Scarlet Oak 
State,South Carolina PR NM 
Address,Location 8481 Darius Circle 1544 Branch Bend St. 8527 Romany Drive 5186 Cressida Dr. 1716 Grassy Patch Drive 8908 Gray Street 662 White Stag Way 9177 Joel Turner Road 7730 Townsbury Drive 9058 Doby Springs Boulevard 561 Masonic blvd. 9002 Norcross Ave. 7267 Kissimmee Circle 9387 Burleigh St. 5992 Eagles Point Way 4038 Talwyn Avenue 5434 Holly Tree Way 8957 Glenburn Drive 566 Stream Bank Rd. 6907 Shadowlake Street 8993 Glen Hollow Avenue 7863 Scotts Elm Road 
Units,#units 494 102 784 697 258 984 118 452 690 162 213 765 233 870 121 982 773 704 304 512 415 552 41 
Units,669 812 406 92 862 871 219 25 321 
Units,983 129 489 736 163 822 112 731 77 436 58 423 183 
Units,Units 507 809 606 7 139 205 43 890 893 158 522 936 773 662 715 391 742 299 186 478 73 666 282 595 195 
State,Vermont AZ South Dakota Wisconsin CZ Puerto Rico NE Minnesota WA UT GU NM 
State,Delaware 
City,Fox Den Hartness Mallard Creek Glendale Chase Hunter Inman Winghaven Swanee Willhaven 
City,Brookstead Meadow Worth Leaning Tree Emden Burroughs Symphony Silver Maple Chinchester 
City,City Pepperstone Kirk Truscott Walsh June Furr Farmingdale Renee Savannah King's Falls Rama Marley Tartarian Abbotsinch Sedgewood Tynwald Stillgreen Lansbury Collingwood Edinburgh Parkhouse Bittersweet Waneden 
State,NJ Hawaii Minnesota ID Arkansas PA Colorado NE OR Puerto Rico GU New Jersey Arizona North Dakota Pennsylvania Alaska AR TN TX MA Guam 
State,Wyoming FL Arizona Ohio WV KY FL Oregon Oklahoma NV Georgia Oklahoma MD Maryland AZ Utah New Hampshire Guam 
Address,Full Property Address 2447 Robinson Forest 5404 Advocator 5729 Rosy Mound 5609 Fairplains 335 Lockridge 2822 Bally Duff 4907 Haywood 9961 Gathering 2594 Diplomat 4497 Johnny Reb 3736 Springpoint 9998 Coronet 3690 Chipstead 8454 Hawkeye 2811 Dulverton 8895 Cragland 632 Vane 1054 Monroe 4473 Greencreek 919 Textile 6259 Steele Creek 388 Hanson 9262 Walking Path 1999 Riverton 3433 Sherington 
State,OR TX Rhode Island CT IA Arkansas New Mexico TN MD ME KS Nebraska 
Address,4743 Spring Trace Dr. 9915 Whistlestop Boulevard 3466 Mayapple Rd. 6057 Westhope Ave. 7323 Anchor Avenue 7723 N Alexander Circle 336 Mintbrook rd. 1004 Turtle Rock Street 5676 Smith Street 5332 Sydenham Circle 1270 N Crigler Drive 9319 Lambert Bridge Street 9107 Creighton Avenue 4875 Rutan Street 247 Buick St. 2042 Mandy Place Dr. 3824 Nolet rd. 9043 Saddle Ridge Boulevard 9705 Forestridge Commons Circle 309 Blakewood Road 8469 Newton Street 
City,Thorncrown Pimlico Dalphon Jones Stone Orchard Briarthorne Domino Vail Heath Ridge Tigerton Ringneck Enslow Greenbriar Calgary Stoney Run Trotters Ridge Marcel Brickstone Moss Spring Old Lantern Bellhaven Walk Soaaring Eagle Caragana Dunbrook Black Cherry 
State,AR Montana South Dakota Kansas Oklahoma District of Columbia OH Texas AL Montana Oregon AZ IA TX Georgia Indiana Tennessee OK Washington 
Address,7579 Getalong St. 8160 Kemptown Square Rd. 7941 Furman Drive 1092 Kalynne blvd. 1909 Ventner Drive 2204 S Bridge Drive 2820 Seascape Avenue 1849 Pepperstone Avenue 7586 Floral Avenue 4052 Fairway Downs Dr. 1336 Spring Hollow blvd. 9391 Garden Terrace Boulevard 7590 Stonesthrow rd. 1696 Glen Abbey Street 1686 S Church Circle 639 Newgard Drive 4939 Block House blvd. 3342 Wood Duck Crossing Circle 5385 Darby Rd. 5149 Vickers Road 4647 Thompson St. 9352 Larrisa rd. 
State,Oregon GU NV Minnesota AL KY Virgin Islands New Hampshire New Mexico IA Pennsylvania MS Kentucky New Jersey District of Columbia New Jersey IN Montana WA UT Puerto Rico 
Units,807 332 247 215 309 385 78 666 792 154 529 797 976 970 954 408 895 981 154 33 799 101 237 
City,Silas Ed Coppermine E 10th Hundred Oaks Wakehurst Lady Ann Salvstrin Chippenham Deacon Aviary Hill Brevera 
State,State CZ IL NC Missouri AK North Dakota OR Indiana DC NH ND Kansas 
City,Peninsula 
City,Teversham Slade Castle Grasset Flodden Field Pergola Warwick Pedigree Banyan Lombardy Fernhill Sunnycrest Brigadier Larson Dashiel Seamill Connelly Heath Lake Brookstead W Mallard Creek Church Umstead Mereview Windy Grove Caldwell Forest 
State,FL Alaska NE AL OK Indiana New Mexico SD Hawaii 
Units,Unit Count 292 806 722 107 865 984 249 174 205 520 318 355 528 717 716 
Units,Units 224 99 486 567 360 62 948 815 354 856 552 215 620 694 789 510 673 988 864 922 504 528 271 25 
State,Alabama AL Michigan PR CO ND CT KS GA South Carolina Colorado GA DE NE Arkansas Georgia Maine Massachusetts District of Columbia Puerto Rico Minnesota ME MO Montana Utah 
State,IN Utah North Dakota Pennsylvania GA Alabama IL CA Virginia CA South Dakota CT IN MO Oklahoma AL DE CA NY MA New Mexico ID 
State,OH Nebraska 
City,City Kendan Knoll Randolph Ridge Cliff Garrison Ashley Meadow 
Units,93 306 50 566 709 766 811 383 515 933 992 187 866 975 763 868 605 475 429 
City,City Hawick Valley Meadowview Hills Shirhall 
State,Colorado District of Columbia CA WY HI Mississippi Kentucky Colorado 
Address,6259 Lindstrom Drive 9739 Montpelier Street 5736 Deberry blvd. 2462 Dixie Hills Road 5910 Swanquarter Boulevard 2662 Garamond Way 5067 Orchid Blossom rd. 639 Hidden Creek Road 6507 Mallard Creek Street 8092 Moultrie Drive 7139 Sunrise Avenue 3731 Sunbury Avenue 2700 Swansong Street 9146 Thomasson Place blvd. 1976 Creswell Ave. 5890 Picardy blvd. 8754 Kirkgard Avenue 1483 Lockmont rd. 370 Glen Street 8555 Free Boulevard 
State,State Oklahoma NH Idaho Michigan AL North Carolina Colorado Indiana PA PR Texas Minnesota Colorado Arkansas NY AR 
Address,9441 E 13th blvd. 4738 Hammond Rd. 6355 Gelding Circle 6073 Dusty Saddle Dr. 7287 Carrolwood Dr. 4656 Latrobe blvd. 8582 Amanda Boulevard 7701 Craftsman Drive 7261 Tyner Ave. 9860 Lakeside Street 6337 Heathcliff Road 3943 Patriot Circle 7735 Long Run Rd. 1508 Woodcreek Road 3330 Vista Canyon St. 2287 Kobuk Avenue 4181 Tyson Ave. 
Address,7089 Ropemakers Way 9801 Rust Wood Rd. 8797 Barrands Avenue 5744 Apple Glen Way 8087 Queensberry Street 4509 Jaslie Boulevard 141 Cherokee Way 1012 Beverly rd. 2088 Kendrick Boulevard 5873 Pope Farm Boulevard 7704 Freestone St. 2753 Floral Drive 4855 Hidden Forest blvd. 2768 Nancy Road 1967 Tyvola Glen Rd. 8094 Lawing School Dr. 4452 Elphin Boulevard 
Units,# of Units 671 781 528 11 299 894 701 999 363 452 415 766 787 295 878 24 823 39 
Units,728 
Units,28 944 959 700 956 530 407 842 64 921 303 882 937 208 457 511 388 773 369 
Units,679 904 140 434 850 619 671 713 247 103 310 569 656 707 174 636 660 500 969 295 
Units,287 917 514 522 41 872 698 305 116 874 64 855 383 454 962 42 258 520 688 756 912 79 423 
State,Michigan South Carolina WA Colorado WY Hawaii MN ME California Pennsylvania PR MS Guam DC TX Rhode Island AR Delaware CO Minnesota Virgin Islands 
State,ID CT OK Virginia ME North Dakota NM 
City,Cliffside Legare David Earl Maureen Bonneville Dennington Grove Mountain Cove Rocky Ridge Darcy Hopkins Langden Gate Old Meadow Summer Coach Fiddlers Roof Betterton Constitution Edenderry Amber Glen 
Units,# of Units 147 988 279 530 64 642 161 428 260 854 259 947 451 562 365 446 80 166 685 191 799 
State,State Colorado CZ Mississippi NH GA Vermont CA GU MA OK SC Louisiana WI 
Units,672 72 148 232 268 77 53 648 985 456 86 537 266 695 71 675 610 927 551 996 558 517 
City,Sunfield Gunn Cadencia Passion Flower Carlton Woods Sardis Cove Verese Painter 
Units,Number of Units 313 997 536 421 791 615 966 919 9 769 23 747 354 16 456 
City,Morrocroft Farms Glen Summit 
State,GU 
Units,Units 574 191 631 236 222 295 293 659 760 494 788 834 170 903 
Address,9547 McGinns Trace Dr. 242 Hillside Way 1953 Walnut Circle 9739 Stonecroft Park Drive 9465 Winding Branch blvd. 4032 Harlington Way 1574 Thistle Bloom Dr. 7480 Hedgelawn Rd. 464 Cotton Press Boulevard 7236 Golden Dale Way 902 Sunderland St. 2925 Glen Manor Drive 732 Wilkinson Boulevard 3703 Rocester Road 7255 Olivia View St. 6971 Marigold rd. 5583 Kilcullen St. 6806 Goldenrod Way 
State,State FL OH Iowa North Carolina NH KS Rhode Island North Carolina Hawaii Alabama VI WI GU ID Puerto Rico SD South Carolina PA District of Columbia TX South Dakota Georgia WY Michigan Ohio 
Units,Unit Count 555 111 633 700 
Units,751 248 707 141 962 467 918 277 994 
Address,6385 E 11th Road 6771 Lake Boulevard 
State,PR NY Minnesota Montana New Mexico MS 
State,State CT Arkansas WI MN MA New Hampshire IN Colorado ID NH Illinois FL Virgin Islands VI Montana NE MN 
City,Bonnie Cone South Nicolette Hildreth Heath Valley Lindahi Grasset Gemstone Senter Summerberry 
Units,Units 449 79 433 181 719 262 281 718 
State,State MS CT California North Carolina Puerto Rico VT ND TN Minnesota 
City,Town Soapstone Trailer Lima Chester Brook Withers Laura Turtle Neck Planters Row Treyburn Tritton 
Units,Number of Units 730 977 487 948 248 991 10 
City,Kings Carriage Buckfield Golden Pond Davis Place Chidester Commons East 
State,Missouri Massachusetts 
City,Myrtle Lynn Cougar Hawthorne Bellemeade Pepper Bush Rockwood Kestral Ridge Crockett Taylor Jacobs Creek 
City,City Brownes Pond Cureton Pinckney Lands End Panthersville Andros School House Lodestone Tree Haven Sid Crane Carving Tree Volusia Carthage Alexander Mountain Pine Geoffrey Windy Ridge Prairie Glen Branch Hill Donovan White Oak Travers Run Wycliff 
Units,# of Units 324 988 556 532 280 191 393 646 427 840 657 254 461 529 21 334 352 551 202 233 28 
Units,439 471 884 518 297 892 277 101 245 
Units,385 351 134 927 126 617 13 500 691 693 947 124 256 
City,Oakbark Reece Cypress Forest Norway 
City,San Gabriel Glenwater Witham Wilson Bradgate Fieldstone Rembert Townes Purple Dawn Young Poplar Dairy Messian Sackett Warewhip Amber View Falls Lake 
State,MA DE MO IN WA Guam MO Wisconsin 
Units,231 584 284 605 122 907 880 838 894 903 8 924 668 515 150 763 975 57 618 637 831 191 430 
State,Oregon CT ND AL North Dakota TX MO LA PR 
City,Bc Vincent Station Skipton Horton Providence Twilight Hill Oakwood Oak Carmel Ridge Winter Moss Reavencrest Park Trace Chain Earlham Friendly Duvall Meadow Arrowsmith 
State,NH IN HI WI HI California WY SD CT WV UT GU New Hampshire Virgin Islands OR DE California Pennsylvania AL NC GA DE Alaska SC 
Address,6728 Saint John 6505 Heartleaf 6580 Leaford 4904 Emmy 2613 Providence Glen 9472 E Ford 2716 Back Ridge 1131 Mariners Watch 6975 Daisyfield 4116 Prescott Village 7006 Hartness 7215 Fair 3151 Burleigh 3837 Sutner 6751 Waterrock 6619 Laysan Teal 2945 Lucena 2482 Berkeley View 9354 E 7th 
Address,6504 Pendleton Rd. 5302 Mountain Breeze Avenue 8117 N Graham Way 3092 Springdale Street 7671 Delchester Way 1330 Lassen Bay Dr. 3597 William Penn Rd. 6651 Rosecroft blvd. 8153 Interstate 85 Svc St. 
Units,848 374 334 339 640 729 727 782 85 804 847 752 984 786 264 65 2 3 420 254 404 
City,Kempton Keegan Ellen Mohigan University Allegro Ryder Cromwell Mendham Ole Roam Canyon Warwick W Todd 
City,Dearmon Silver Glen Tansy Shady Oak Helen Harper Spector Scottsman Trace Philadelphia Church Club Gold Metal Wingdale Huntsmaster Sandridge Kersfield McClintock E Liddell Snooze Stonehill Coulwood Oak Blakeney Greens Well S Point Freestone Margellina Sweetfield 
Address,Location 5716 Justin Allen Street 9990 Stallion Dr. 333 Corinthian St. 9729 Peppercorn blvd. 4804 Walford Avenue 2536 Walkers Ferry Circle 3796 Bellhaven blvd. 4665 Vescova blvd. 6959 Wellingford St. 5521 Eastbourne Avenue 5071 Shallowood blvd. 9756 Shadow Pine St. 
Address,3755 Sanderson Rd. 9029 Green Rea Street 4658 NE Ave. 3289 Brandie Glen blvd. 8616 Grandiflora Circle 9090 Black Fox Street 7341 Cades Cove Rd. 2444 Foster Brook Rd. 5528 Creek Valley Boulevard 7653 Merry Creek Circle 5987 Hollywood Drive 4699 Rambling Rose blvd. 6884 Ridge Oak Street 
City,Golden Oak Blue Ridge Hanover Ridge Batten 
State,OK Rhode Island Louisiana NC UT IA District of Columbia Virginia HI WA Alaska PR Pennsylvania 
State,MS TN New York Washington Maryland Louisiana TN Colorado IA Wisconsin NJ KY Wisconsin Utah CT SD Indiana Idaho 
Units,143 358 311 931 
Units,#units 476 814 491 502 319 172 491 322 742 8 486 374 854 728 450 121 606 700 
Address,3458 Fallen Cedar St. 
Address,6199 Mellwood Way 8562 Liberton Circle 9228 Fannie Rd. 8357 Tulane blvd. 3936 Austin Samuel St. 8969 Olympus Road 9895 Barrington Avenue 3519 Metroon Dr. 5835 Graphic Boulevard 3453 Leipzig rd. 8744 Corsair Circle 9665 Netherwood blvd. 6588 Derry Dr. 1304 Rose Garden rd. 7520 Sugar Mill Way 2760 Grove Point Dr. 3508 Sandleheath Road 7797 Apleby blvd. 
City,Caraway Woods Clippard Sunset Carolyn Clancy Troika Rabbit Ridge Braids Bend Whiston Grove Altomonte Coventry Court Rachel Ridge Roxbury Fairway Point Olando Pinewood Parkway Verdant Ashmeade High Meadow Rocky Gap Lela 
City,Courtview Alder Rockaway Free Bird Leaf Arbor Fallbrook Westinghouse Commons Rock Knoll Fillian Laurenfield Worthley Heatherdale Shannon Park Beaver Dam Mary Blair Pelican 
Units,788 623 716 823 256 552 604 309 171 70 
Address,1185 Saint Anne Avenue 934 Shallow Well Ave. 9657 Lockley Avenue 141 Clarke Ridge Street 
Address,635 Boxford Ave. 1795 Tyrone Boulevard 7715 Glenmore Garden rd. 9972 Hazel Road 435 Snowcrest Avenue 4479 Tulip Tree Boulevard 2126 Hough blvd. 5704 Greenway Vista Circle 9841 S Caldwell Drive 2742 Fallingswood Way 1940 Trailer Way 9674 Scotch Pine Street 8169 Quail Roost Rd. 7583 Winding Brook St. 7692 First Run rd. 3803 Brittany Road 2959 Turtleback St. 1279 Lantern Walk Way 9688 Driftwood Boulevard 
State,State Hawaii TN Idaho Illinois IA Texas North Dakota Montana Utah Colorado Wyoming Virginia Connecticut WA PR 
City,City Castlestone Valencia Park Griffith White Rock S Downs Pinenoll Clarendon Rozzells Tillery Miramar Wilklee Mallard Crossing Elliot Biscayne Kilborne-In-The-Woo Forest Side Barksdale Woodsorrell Sholsastic Hampton Gardens 
Units,740 699 422 210 151 189 54 909 
City,Town Skipton Woodland Commons Meadow Haven Murfield Berryhill Red Tail Baltinglass Glen Abbey Hedgelawn Mapleton Glen Royal 
City,City Mountain Springs Carillon Coolidge Almond Gelligum Bridle Stone Ballantyne Forest Swan Chattanooga Forestwinds Windham Holroyd Rolling Hill Rhinehill Allison Ashworth Pine Creek 60 Ft US Highway 29 Svc 
State,IL Texas FL VT North Dakota Iowa 
Units,23 442 134 
Units,633 927 779 367 
Address,941 Moondance blvd. 8817 Queensberry Ave. 988 Fairchild Avenue 5618 Bittinger Avenue 8515 Ansley Walk Rd. 1121 Thackmore rd. 9511 Rhodes St. 3607 Morrocroft blvd. 3812 Prince blvd. 7777 Jordanus Rd. 6400 Carriage Drive Dr. 3093 Newell Acres Rd. 5695 Blasdell St. 3494 Bainview blvd. 590 Suncrest Street 2350 Cloven Street 5638 Paisley Drive 6477 Oglukian Boulevard 4298 Oakdale Way 3353 Mark B Edwards Avenue 4504 Imperial Circle 9501 el Campo blvd. 5797 Portside Road 8845 McAlpine Valley Way 
City,Cedar Croft Berkeley Patricia Lebanon Wyndham Chase Sunflower Lela Windbluff Westbury Lake Jefferson Landing Crescent Run Clay 
Address,Street Address 1926 Turley Ridge 9993 Denmeade 3437 Altacrest 7194 Shadyside 3267 Rocha 6022 Mitchell 9194 Lawrence Orr 2442 Louis Rose 4989 Candle 6390 Red Lion 1357 Branchwater 109 Orange Tree 2449 Bradstreet Commons 1777 S Lakebrook 3050 Sable Cap 9277 Spring Fall 7384 Sheltonham 186 Craigwood 757 Butterfly 8750 William Caldwell 6015 Tyler Brook 2411 Pine Field 8140 Tall Tree 
Units,940 667 730 714 855 147 431 67 857 343 790 390 477 122 
City,Regena Snowden Rose Taupe Settlers Heathstone Fallen Tree South Herrons Nest Pl Trotters Ridge Virkler Dunhill Ryder Latchington Choppy Wood Eunice Kezian Bonnie Blue Craighill Eldridge Becket Ridge Cricketeer 
State,NM North Dakota New Mexico MO Alabama South Dakota South Dakota NY WV MD California Ohio MA 
City,Michaelangelo Stonebrook Whitewater Yorkdale County Donegal Carelock Falconcrest Wingrave Mountain Laurel Silas Ed Trellis Pointe Canary Tipton Green Lea Allenwood Apalachin Michaelangelo Harris Trace Biddstone Redwood Valley Walden Ridge 
City,Woodthorn Driftwood Metromont Hunt Stand Ingraham Gnerations 
State,Oregon NE KS IL NM Nebraska 
Units,Number of Units 12 952 70 439 951 350 250 562 312 810 954 676 347 136 256 825 916 58 570 176 837 
City,Old Brassle Congressional Club Rambling Rose Allen Jay Woodmere Crossing Silver Pheasant Stratford S Mint Boyd Cove Bear Grass 
City,Matlea Fairmont Dove Tree Pine 
State,State Kentucky Louisiana Tennessee MT Nebraska IA 
Address,Street 9763 Hamilton Avenue 6282 Rembrandt Circle 8700 Wesconnett Rd. 5233 Altliff Drive 8010 Goldfields Rd. 1244 Gothic Dr. 3626 Willesden Avenue 964 Cimarron Hills blvd. 2923 Long Talon Circle 3439 Allison Drive 6230 Kenlough blvd. 8724 D Ducks Drive 8659 N Poplar rd. 2875 Summertree Circle 2490 Pochard Circle 
Address,3085 Kinston Ridge Ave. 4883 Gray Rock rd. 5259 Glendale Chase Road 2439 Thomas Drive 8661 Fox Den Circle 6639 Heathfield blvd. 3741 Dan Caudle Ave. 2323 Laurel Trace Way 9241 Batteliere Road 8565 Pintail Rd. 3879 Brookmere Street 9322 Cheston Road 4296 Merry Mount Way 3604 Sylvania St. 9503 David Taylor Avenue 3414 Fleetwood Dr. 8832 Buckstone blvd. 2436 Wilmore Walk St. 4972 Fordyce Rd. 6946 Silverleaf blvd. 4234 Rustic View rd. 6894 Windfern blvd. 7646 Eastway Ave. 9660 Andi Kathryn Rd. 
Units,705 496 77 643 424 886 20 754 397 863 605 149 258 912 17 902 961 242 362 731 652 
Units,Unit Count 766 187 838 723 596 442 699 240 13 852 989 622 543 318 10 813 231 917 406 
Units,814 913 340 221 579 148 274 70 46 142 286 
State,State Guam ND FL MD Alabama NE Illinois CZ PA Rhode Island Vermont South Dakota NM WV FL Kentucky 
Address,265 Artwood 7004 James Richard 5787 Pathenon 1656 Celosia 1174 Misty Dawn 165 Heathway 8959 Brooknell 4078 Crompton 4735 Cornus 3949 Judal 3107 Cashel 3030 Chelwood 6525 Conlan 240 Apple Way 2352 Whitebridge 5384 Osprey 
Address,9070 Carolina Laurel Road 2190 Well Spring Boulevard 8404 Piaffe blvd. 9970 Monmouth Way 947 Ravenswood blvd. 1498 Stradbrook Dr. 7824 Greenwood Ave. 8616 Windy Grove Drive 
Address,Location 5428 Collingwood Drive 5854 N College Road 6071 Plum Arbor Dr. 8178 Honeysuckle Boulevard 3103 Pickens Boulevard 6889 Loma rd. 1798 Red Bud Street 9679 Cold Water rd. 9274 Brachnell View Circle 5278 Kennerly Cove Ave. 8544 Weavers Glenn St. 4047 Wildhoney Circle 1548 Easthaven blvd. 2823 Waterfowl blvd. 1401 Helms St. 6914 Arlington Church Road 9298 Highland Commons Avenue 5509 Wiseman Dr. 1811 Iverleigh Road 7051 Covey Rise blvd. 4002 Wagonford rd. 8428 Kayron blvd. 1079 Wilora Lake Ave. 4966 Whitethorn St. 3255 Prosperity Commons Way 
Units,885 260 546 89 982 164 785 837 740 498 
State,State SD AR FL GA Nevada OH North Carolina Minnesota NH Indiana UT New Mexico Arizona Pennsylvania Connecticut Mississippi GU AK California VT Idaho AL TN North Dakota GU 
